customer_id,age,gender,trip_type,destination,past_bookings,booking_complete
1834,36,Male,RoundTrip,Paris,4,0
1835,33,Male,RoundTrip,Delhi,3,1
1836,57,Male,RoundTrip,Delhi,0,1
1837,45,Female,RoundTrip,Delhi,3,1
1838,50,Male,RoundTrip,Tokyo,1,0
1839,65,Male,RoundTrip,New York,2,0
1840,58,Male,RoundTrip,New York,1,0
1841,30,Female,RoundTrip,Paris,3,0
1842,60,Male,OneWay,London,0,1
1843,62,Female,RoundTrip,Paris,1,0
1844,42,Female,RoundTrip,New York,1,0
1845,59,Female,OneWay,Tokyo,4,0
1846,53,Male,OneWay,Paris,3,0
1847,44,Male,RoundTrip,London,1,1
1848,55,Male,OneWay,Paris,3,0
1849,24,Female,MultiCity,Delhi,0,0
1850,22,Male,OneWay,London,1,0
1851,60,Female,RoundTrip,Delhi,0,0
1852,62,Male,OneWay,Tokyo,1,1
1853,68,Male,RoundTrip,New York,2,1
1854,48,Male,RoundTrip,Paris,4,0
1855,40,Male,MultiCity,Paris,4,1
1856,59,Female,RoundTrip,Delhi,4,0
1857,27,Female,MultiCity,Delhi,0,0
1858,49,Female,RoundTrip,New York,3,1
1859,60,Female,MultiCity,Paris,4,0
1860,47,Male,RoundTrip,New York,1,0
1861,56,Female,RoundTrip,Delhi,1,0
1862,48,Female,RoundTrip,Delhi,2,1
1863,35,Female,RoundTrip,London,0,1
1864,53,Male,RoundTrip,Delhi,1,0
1865,19,Female,OneWay,Delhi,1,0
1866,31,Female,RoundTrip,New York,2,0
1867,30,Male,OneWay,London,2,1
1868,46,Male,RoundTrip,London,3,0
1869,29,Female,RoundTrip,Paris,3,1
1870,56,Female,MultiCity,Tokyo,3,1
1871,19,Male,RoundTrip,Paris,1,0
1872,49,Female,OneWay,Paris,2,0
1873,30,Male,OneWay,Paris,0,0
1874,63,Female,RoundTrip,London,3,0
1875,44,Female,MultiCity,New York,4,0
1876,66,Female,OneWay,Delhi,1,0
1877,58,Female,RoundTrip,London,0,0
1878,34,Female,OneWay,Delhi,1,0
1879,57,Male,RoundTrip,Delhi,3,1
1880,48,Male,RoundTrip,Tokyo,1,1
1881,51,Female,MultiCity,Paris,3,1
1882,41,Female,OneWay,Tokyo,1,0
1883,62,Female,OneWay,Paris,3,0
1884,52,Male,OneWay,London,2,0
1885,65,Male,OneWay,Delhi,2,0
1886,23,Male,MultiCity,Tokyo,2,0
1887,36,Male,RoundTrip,London,2,0
1888,47,Male,RoundTrip,London,2,0
1889,24,Male,RoundTrip,Paris,4,0
1890,27,Male,OneWay,Delhi,1,0
1891,58,Male,RoundTrip,Paris,2,0
1892,49,Female,RoundTrip,Paris,4,0
1893,51,Male,RoundTrip,London,4,1
1894,45,Male,MultiCity,Paris,1,0
1895,32,Male,OneWay,New York,1,0
1896,47,Male,RoundTrip,Delhi,3,0
1897,54,Female,RoundTrip,Paris,3,0
1898,46,Male,RoundTrip,Paris,2,1
1899,39,Female,RoundTrip,Tokyo,0,0
1900,21,Female,RoundTrip,Delhi,3,1
1901,37,Female,MultiCity,Delhi,0,0
1902,49,Male,MultiCity,Paris,3,0
1903,53,Male,RoundTrip,New York,4,1
1904,67,Male,RoundTrip,Tokyo,4,1
1905,21,Female,RoundTrip,New York,4,0
1906,44,Female,RoundTrip,Paris,0,1
1907,34,Female,RoundTrip,Delhi,2,0
1908,29,Female,RoundTrip,Delhi,3,0
1909,39,Male,RoundTrip,New York,3,0
1910,34,Male,OneWay,London,0,1
1911,27,Male,OneWay,Paris,4,0
1912,18,Female,OneWay,Delhi,2,1
1913,39,Female,RoundTrip,London,3,0
1914,43,Male,MultiCity,Delhi,2,0
1915,35,Male,MultiCity,Delhi,2,1
1916,67,Female,RoundTrip,London,1,0
1917,31,Male,RoundTrip,New York,2,0
1918,64,Male,RoundTrip,Paris,1,0
1919,46,Female,RoundTrip,London,0,1
1920,29,Female,RoundTrip,London,4,0
1921,53,Female,RoundTrip,Delhi,1,0
1922,52,Male,RoundTrip,London,2,0
1923,69,Female,RoundTrip,Paris,4,1
1924,29,Male,RoundTrip,New York,2,0
1925,24,Male,MultiCity,New York,2,1
1926,46,Female,RoundTrip,New York,1,1
1927,28,Male,OneWay,Paris,0,0
1928,50,Female,RoundTrip,Delhi,2,0
1929,23,Female,RoundTrip,Paris,1,0
1930,64,Male,RoundTrip,London,2,0
1931,32,Male,RoundTrip,Tokyo,4,0
1932,49,Female,RoundTrip,Tokyo,0,1
1933,68,Female,RoundTrip,Tokyo,2,0
1934,28,Female,RoundTrip,New York,0,0
1935,40,Female,OneWay,Paris,0,0
1936,43,Female,RoundTrip,Paris,4,0
1937,51,Female,OneWay,New York,4,0
1938,63,Male,RoundTrip,London,3,1
1939,51,Male,OneWay,Tokyo,0,0
1940,46,Male,RoundTrip,Tokyo,2,0
1941,21,Male,OneWay,New York,4,1
1942,34,Female,MultiCity,Tokyo,2,0
1943,52,Male,MultiCity,Delhi,0,1
1944,30,Male,RoundTrip,Paris,4,0
1945,58,Female,OneWay,Tokyo,3,1
1946,56,Male,RoundTrip,Tokyo,0,0
1947,32,Female,MultiCity,Delhi,2,0
1948,46,Female,RoundTrip,London,3,0
1949,46,Female,RoundTrip,London,0,0
1950,28,Female,RoundTrip,Delhi,4,1
1951,69,Female,RoundTrip,London,0,0
1952,49,Male,OneWay,New York,1,0
1953,19,Male,MultiCity,Delhi,2,0
1954,64,Male,OneWay,Paris,4,0
1955,31,Female,OneWay,Paris,4,0
1956,37,Male,OneWay,Paris,1,0
1957,39,Male,RoundTrip,Tokyo,3,0
1958,28,Male,RoundTrip,Delhi,4,0
1959,44,Male,RoundTrip,Delhi,3,1
1960,20,Female,RoundTrip,London,3,0
1961,34,Male,RoundTrip,Delhi,3,0
1962,61,Female,RoundTrip,Delhi,0,0
1963,45,Female,RoundTrip,London,1,1
1964,46,Male,RoundTrip,Delhi,2,0
1965,38,Female,MultiCity,Delhi,1,0
1966,64,Female,RoundTrip,New York,4,0
1967,33,Female,RoundTrip,London,1,0
1968,54,Female,RoundTrip,New York,2,0
1969,37,Female,RoundTrip,Tokyo,0,1
1970,23,Female,RoundTrip,London,4,0
1971,36,Female,RoundTrip,Delhi,0,0
1972,22,Male,RoundTrip,Delhi,4,1
1973,20,Male,RoundTrip,New York,2,0
1974,18,Female,RoundTrip,New York,0,0
1975,55,Female,RoundTrip,Tokyo,2,0
1976,32,Male,OneWay,Tokyo,2,1
1977,51,Male,RoundTrip,Delhi,1,0
1978,52,Male,RoundTrip,Paris,4,0
1979,66,Male,RoundTrip,Tokyo,3,0
1980,42,Female,OneWay,Delhi,3,0
1981,41,Female,RoundTrip,Tokyo,0,0
1982,29,Male,OneWay,London,2,1
1983,35,Male,OneWay,New York,1,0
1984,32,Male,RoundTrip,Delhi,4,1
1985,61,Male,RoundTrip,Tokyo,0,0
1986,33,Female,RoundTrip,New York,2,1
1987,44,Male,RoundTrip,Paris,3,1
1988,25,Male,RoundTrip,Tokyo,3,0
1989,63,Male,RoundTrip,Delhi,4,0
1990,42,Female,RoundTrip,London,4,1
1991,34,Female,RoundTrip,New York,4,0
1992,46,Female,OneWay,New York,0,0
1993,25,Male,RoundTrip,London,4,1
1994,32,Male,MultiCity,Delhi,0,0
1995,44,Male,MultiCity,Paris,1,0
1996,63,Female,MultiCity,London,2,1
1997,67,Female,OneWay,Paris,3,0
1998,69,Male,RoundTrip,Delhi,0,0
1999,24,Male,RoundTrip,Tokyo,2,0
2000,20,Female,RoundTrip,Tokyo,4,0
2001,46,Male,RoundTrip,Delhi,3,1
2002,61,Male,OneWay,Paris,0,1
2003,41,Male,MultiCity,London,4,0
2004,20,Female,RoundTrip,Delhi,2,1
2005,37,Male,RoundTrip,Delhi,1,0
2006,63,Male,RoundTrip,Tokyo,2,0
2007,32,Male,RoundTrip,London,0,0
2008,42,Male,RoundTrip,Tokyo,1,0
2009,47,Female,RoundTrip,Paris,1,0
2010,31,Female,OneWay,Paris,4,0
2011,24,Female,RoundTrip,New York,2,0
2012,34,Male,MultiCity,Delhi,0,0
2013,61,Female,OneWay,London,1,1
2014,37,Male,OneWay,London,4,1
2015,53,Female,RoundTrip,Tokyo,1,1
2016,26,Male,OneWay,Tokyo,2,0
2017,55,Female,OneWay,London,3,0
2018,65,Female,RoundTrip,Tokyo,0,0
2019,39,Female,RoundTrip,New York,3,0
2020,19,Male,MultiCity,Delhi,2,0
2021,41,Male,RoundTrip,New York,3,0
2022,25,Male,RoundTrip,Paris,2,0
2023,28,Female,RoundTrip,London,2,1
2024,30,Male,OneWay,New York,4,0
2025,34,Male,OneWay,New York,3,0
2026,25,Male,RoundTrip,Tokyo,1,0
2027,38,Male,RoundTrip,Tokyo,2,0
2028,35,Male,MultiCity,Tokyo,3,0
2029,47,Male,OneWay,Paris,1,0
2030,35,Female,OneWay,New York,0,1
2031,63,Female,RoundTrip,Delhi,1,0
2032,64,Male,RoundTrip,Tokyo,3,0
2033,48,Female,RoundTrip,Paris,3,0
2034,55,Female,OneWay,Paris,1,0
2035,49,Male,RoundTrip,Tokyo,1,0
2036,28,Male,RoundTrip,London,2,0
2037,62,Female,RoundTrip,New York,3,0
2038,42,Male,RoundTrip,Tokyo,2,1
2039,50,Female,OneWay,Delhi,2,0
2040,55,Female,RoundTrip,New York,0,0
2041,58,Female,OneWay,Paris,3,0
2042,25,Male,MultiCity,Delhi,2,0
2043,28,Female,RoundTrip,New York,0,0
2044,39,Male,OneWay,Delhi,2,0
2045,68,Male,MultiCity,Paris,2,1
2046,41,Male,MultiCity,Tokyo,3,0
2047,58,Male,RoundTrip,Delhi,1,0
2048,34,Male,RoundTrip,Tokyo,1,0
2049,29,Female,RoundTrip,Paris,3,1
2050,63,Male,OneWay,Paris,1,0
2051,49,Male,OneWay,Delhi,4,0
2052,32,Male,OneWay,Delhi,1,0
2053,33,Male,RoundTrip,Paris,2,0
2054,39,Male,RoundTrip,Delhi,2,0
2055,45,Female,RoundTrip,Delhi,0,0
2056,37,Male,RoundTrip,Delhi,3,0
2057,50,Male,OneWay,Delhi,0,1
2058,27,Female,RoundTrip,New York,2,0
2059,57,Male,RoundTrip,Paris,2,0
2060,49,Female,RoundTrip,Paris,0,0
2061,67,Female,RoundTrip,London,4,0
2062,50,Female,RoundTrip,Tokyo,1,0
2063,19,Female,RoundTrip,London,4,1
2064,50,Male,RoundTrip,Delhi,4,0
2065,50,Male,RoundTrip,Delhi,4,1
2066,58,Female,RoundTrip,New York,4,0
2067,30,Female,OneWay,New York,1,1
2068,47,Male,RoundTrip,New York,3,0
2069,50,Female,OneWay,New York,0,0
2070,30,Female,OneWay,New York,4,0
2071,69,Female,RoundTrip,New York,4,0
2072,43,Male,MultiCity,New York,0,0
2073,39,Female,RoundTrip,New York,0,0
2074,56,Male,OneWay,New York,3,1
2075,19,Male,MultiCity,Paris,2,1
2076,55,Male,OneWay,New York,3,1
2077,56,Female,RoundTrip,Tokyo,2,0
2078,43,Female,RoundTrip,New York,1,1
2079,63,Male,RoundTrip,Delhi,3,0
2080,67,Male,OneWay,Delhi,1,0
2081,32,Male,OneWay,New York,0,0
2082,51,Female,RoundTrip,New York,3,0
2083,59,Female,RoundTrip,Delhi,0,0
2084,61,Male,OneWay,Tokyo,4,0
2085,66,Male,RoundTrip,London,0,0
2086,57,Female,OneWay,Paris,4,1
2087,28,Male,OneWay,Delhi,2,1
2088,20,Female,RoundTrip,New York,4,0
2089,23,Female,OneWay,Paris,2,0
2090,26,Male,RoundTrip,New York,4,1
2091,23,Male,RoundTrip,London,4,0
2092,26,Female,MultiCity,London,1,1
2093,56,Female,OneWay,Delhi,1,1
2094,48,Female,RoundTrip,Paris,0,0
2095,49,Female,RoundTrip,Paris,1,0
2096,58,Female,RoundTrip,London,2,1
2097,67,Male,RoundTrip,New York,1,1
2098,29,Female,RoundTrip,Delhi,0,0
2099,25,Female,RoundTrip,Tokyo,3,0
2100,25,Female,RoundTrip,London,2,0
2101,67,Male,RoundTrip,London,3,0
2102,45,Male,RoundTrip,Delhi,2,1
2103,37,Female,MultiCity,New York,0,1
2104,64,Female,OneWay,Paris,1,0
2105,24,Male,RoundTrip,London,3,0
2106,28,Male,RoundTrip,Delhi,3,1
2107,37,Male,RoundTrip,Delhi,1,0
2108,33,Male,RoundTrip,Delhi,0,0
2109,21,Female,RoundTrip,Paris,1,0
2110,23,Male,OneWay,London,4,0
2111,39,Female,OneWay,Delhi,4,1
2112,43,Female,OneWay,Paris,4,1
2113,20,Male,RoundTrip,New York,3,0
2114,58,Male,MultiCity,Tokyo,3,0
2115,59,Male,MultiCity,London,0,0
2116,31,Male,RoundTrip,Paris,2,0
2117,28,Female,RoundTrip,Tokyo,1,1
2118,35,Female,RoundTrip,Tokyo,2,0
2119,29,Female,RoundTrip,Paris,3,1
2120,40,Male,OneWay,Paris,1,0
2121,29,Female,RoundTrip,Paris,3,0
2122,30,Male,RoundTrip,Delhi,0,0
2123,42,Female,RoundTrip,New York,1,0
2124,62,Male,RoundTrip,Delhi,3,0
2125,68,Female,OneWay,Tokyo,4,0
2126,36,Female,RoundTrip,Tokyo,4,0
2127,63,Male,OneWay,Tokyo,3,1
2128,53,Female,RoundTrip,Paris,2,0
2129,62,Female,RoundTrip,London,0,0
2130,25,Male,RoundTrip,Delhi,0,0
2131,46,Male,OneWay,London,3,0
2132,49,Male,RoundTrip,New York,0,0
2133,68,Male,RoundTrip,New York,1,0
2134,61,Male,RoundTrip,Delhi,0,0
2135,35,Female,RoundTrip,Tokyo,4,0
2136,23,Male,MultiCity,New York,3,0
2137,35,Female,RoundTrip,London,1,0
2138,36,Female,RoundTrip,London,0,1
2139,39,Male,RoundTrip,Paris,4,1
2140,54,Female,OneWay,Tokyo,2,1
2141,49,Female,RoundTrip,Paris,0,0
2142,58,Male,OneWay,Delhi,4,1
2143,20,Female,OneWay,New York,4,1
2144,45,Male,RoundTrip,Paris,4,1
2145,27,Male,RoundTrip,Paris,4,0
2146,68,Male,RoundTrip,Delhi,2,0
2147,52,Female,OneWay,London,3,1
2148,46,Female,RoundTrip,London,4,1
2149,32,Female,RoundTrip,Delhi,3,0
2150,50,Female,OneWay,London,2,0
2151,24,Male,RoundTrip,Delhi,2,0
2152,29,Female,RoundTrip,London,1,0
2153,66,Male,RoundTrip,Delhi,1,1
2154,47,Female,RoundTrip,London,4,0
2155,38,Female,RoundTrip,Paris,3,0
2156,48,Female,RoundTrip,Paris,2,1
2157,41,Female,MultiCity,London,0,0
2158,37,Female,RoundTrip,Delhi,1,0
2159,54,Male,OneWay,Paris,1,1
2160,21,Female,OneWay,New York,0,0
2161,45,Female,RoundTrip,London,3,0
2162,61,Female,OneWay,New York,3,1
2163,37,Female,RoundTrip,New York,3,1
2164,41,Male,MultiCity,Tokyo,4,1
2165,67,Female,OneWay,New York,4,0
2166,66,Male,RoundTrip,New York,0,0
2167,68,Female,RoundTrip,Tokyo,2,1
2168,49,Male,RoundTrip,Tokyo,0,0
2169,58,Male,RoundTrip,Tokyo,2,0
2170,53,Male,RoundTrip,Delhi,0,0
2171,51,Male,RoundTrip,Tokyo,4,0
2172,53,Male,OneWay,Delhi,3,0
2173,19,Female,RoundTrip,London,1,0
2174,32,Male,OneWay,Delhi,0,0
2175,51,Female,OneWay,London,0,1
2176,53,Male,RoundTrip,Tokyo,1,0
2177,23,Male,OneWay,Tokyo,0,0
2178,56,Female,RoundTrip,London,3,0
2179,59,Male,RoundTrip,Paris,1,0
2180,68,Male,OneWay,Delhi,1,1
2181,68,Male,RoundTrip,New York,3,1
2182,29,Male,RoundTrip,Tokyo,3,1
2183,20,Female,OneWay,Delhi,1,1
2184,62,Male,MultiCity,Delhi,3,1
2185,35,Male,OneWay,Tokyo,3,0
2186,57,Female,OneWay,London,3,0
2187,38,Female,RoundTrip,Tokyo,1,0
2188,32,Male,RoundTrip,Delhi,0,0
2189,50,Male,OneWay,Paris,2,0
2190,52,Female,RoundTrip,London,1,0
2191,43,Male,RoundTrip,Tokyo,2,0
2192,25,Female,RoundTrip,New York,3,0
2193,53,Male,OneWay,Tokyo,3,0
2194,65,Female,RoundTrip,Delhi,0,0
2195,47,Female,OneWay,Delhi,3,1
2196,40,Female,RoundTrip,New York,2,0
2197,59,Male,RoundTrip,London,1,1
2198,61,Male,RoundTrip,Delhi,1,1
2199,31,Male,RoundTrip,London,0,0
2200,31,Male,OneWay,London,2,0
2201,19,Female,RoundTrip,Tokyo,3,0
2202,54,Female,RoundTrip,London,4,1
2203,22,Female,RoundTrip,Delhi,0,0
2204,55,Male,RoundTrip,Delhi,0,0
2205,62,Male,RoundTrip,Paris,4,0
2206,58,Male,RoundTrip,London,1,0
2207,64,Female,MultiCity,Paris,1,1
2208,31,Male,OneWay,Tokyo,1,0
2209,56,Male,RoundTrip,Paris,4,0
2210,42,Female,RoundTrip,London,3,0
2211,37,Female,RoundTrip,Delhi,3,1
2212,19,Male,RoundTrip,Tokyo,2,1
2213,56,Female,OneWay,London,2,0
2214,23,Male,OneWay,Tokyo,1,0
2215,34,Female,RoundTrip,New York,4,0
2216,42,Female,OneWay,London,0,0
2217,45,Female,RoundTrip,New York,3,1
2218,19,Male,RoundTrip,Paris,4,0
2219,52,Male,RoundTrip,London,2,0
2220,54,Male,RoundTrip,New York,3,0
2221,22,Female,MultiCity,Delhi,3,0
2222,18,Female,RoundTrip,Paris,4,0
2223,57,Female,RoundTrip,London,2,0
2224,29,Female,MultiCity,London,4,0
2225,53,Male,OneWay,Delhi,0,1
2226,62,Male,OneWay,Delhi,3,0
2227,40,Male,MultiCity,New York,4,0
2228,64,Female,RoundTrip,New York,4,0
2229,48,Female,OneWay,New York,0,0
2230,28,Male,OneWay,Tokyo,4,0
2231,27,Female,OneWay,Paris,3,0
2232,20,Male,OneWay,London,1,0
2233,31,Female,RoundTrip,Paris,1,0
2234,33,Female,OneWay,Delhi,2,0
2235,27,Male,RoundTrip,Paris,0,0
2236,46,Male,RoundTrip,Paris,2,1
2237,27,Female,RoundTrip,New York,1,0
2238,29,Male,MultiCity,Delhi,0,0
2239,47,Male,RoundTrip,Paris,4,0
2240,58,Female,RoundTrip,London,4,0
2241,18,Female,RoundTrip,New York,3,1
2242,22,Female,MultiCity,Paris,1,0
2243,37,Male,RoundTrip,Delhi,4,0
2244,25,Female,OneWay,London,0,0
2245,60,Female,OneWay,Delhi,4,0
2246,29,Female,RoundTrip,Delhi,2,0
2247,18,Female,RoundTrip,Delhi,2,0
2248,37,Female,OneWay,Tokyo,2,0
2249,45,Male,MultiCity,London,2,0
2250,60,Female,OneWay,Delhi,2,1
2251,54,Female,RoundTrip,Tokyo,3,0
2252,64,Male,OneWay,New York,2,0
2253,54,Female,RoundTrip,Tokyo,3,0
2254,29,Female,RoundTrip,New York,3,1
2255,54,Male,OneWay,Tokyo,4,0
2256,66,Female,RoundTrip,Delhi,0,1
2257,66,Male,OneWay,Tokyo,2,0
2258,61,Female,RoundTrip,Tokyo,0,0
2259,45,Male,OneWay,Delhi,1,1
2260,64,Male,RoundTrip,New York,3,1
2261,32,Female,RoundTrip,Delhi,1,0
2262,23,Male,OneWay,London,3,0
2263,61,Male,RoundTrip,Tokyo,2,0
2264,37,Female,RoundTrip,London,1,0
2265,67,Female,MultiCity,Delhi,4,1
2266,31,Male,RoundTrip,Delhi,1,0
2267,19,Female,MultiCity,Paris,3,0
2268,26,Male,RoundTrip,London,3,0
2269,54,Male,RoundTrip,Paris,0,0
2270,37,Female,OneWay,London,1,0
2271,43,Female,OneWay,Paris,4,0
2272,46,Male,RoundTrip,Paris,2,0
2273,18,Female,RoundTrip,London,0,1
2274,52,Female,OneWay,Delhi,1,0
2275,23,Male,RoundTrip,New York,0,0
2276,54,Male,RoundTrip,Delhi,1,0
2277,22,Male,RoundTrip,New York,2,0
2278,50,Male,RoundTrip,London,2,0
2279,66,Male,RoundTrip,Tokyo,4,1
2280,68,Male,RoundTrip,Delhi,0,1
2281,31,Female,RoundTrip,Paris,4,1
2282,29,Male,RoundTrip,Delhi,1,0
2283,59,Female,RoundTrip,London,2,1
2284,37,Female,OneWay,Tokyo,2,0
2285,67,Male,RoundTrip,Tokyo,3,0
2286,41,Female,OneWay,Delhi,3,0
2287,60,Male,OneWay,Delhi,4,0
2288,51,Female,RoundTrip,Delhi,0,0
2289,42,Male,OneWay,London,1,0
2290,67,Male,RoundTrip,New York,4,0
2291,46,Male,OneWay,New York,2,0
2292,56,Male,MultiCity,Paris,2,0
2293,48,Female,RoundTrip,London,2,1
2294,64,Female,OneWay,Tokyo,1,1
2295,60,Female,RoundTrip,Paris,4,0
2296,67,Female,RoundTrip,Tokyo,1,0
2297,40,Female,OneWay,Tokyo,2,0
2298,61,Male,RoundTrip,Delhi,3,0
2299,55,Male,RoundTrip,Tokyo,4,1
2300,37,Male,RoundTrip,Tokyo,3,0
2301,40,Male,OneWay,London,4,1
2302,62,Male,RoundTrip,Delhi,2,1
2303,69,Female,MultiCity,Delhi,3,0
2304,33,Male,RoundTrip,Paris,3,1
2305,67,Male,RoundTrip,Delhi,4,0
2306,59,Female,OneWay,New York,3,0
2307,25,Female,RoundTrip,London,3,1
2308,67,Male,OneWay,Paris,2,0
2309,38,Male,RoundTrip,New York,4,0
2310,18,Female,RoundTrip,Tokyo,4,0
2311,25,Male,RoundTrip,New York,0,1
2312,46,Male,MultiCity,Paris,4,0
2313,49,Male,RoundTrip,Delhi,2,1
2314,55,Female,OneWay,London,3,0
2315,22,Male,RoundTrip,Paris,0,0
2316,64,Male,RoundTrip,New York,3,0
2317,39,Female,RoundTrip,New York,4,0
2318,64,Female,MultiCity,Paris,1,0
2319,51,Female,OneWay,Paris,3,1
2320,18,Male,OneWay,Paris,4,0
2321,43,Female,RoundTrip,Delhi,2,1
2322,60,Male,RoundTrip,Paris,4,0
2323,27,Female,RoundTrip,Tokyo,0,0
2324,47,Male,MultiCity,London,1,0
2325,67,Female,RoundTrip,London,1,0
2326,35,Male,RoundTrip,Tokyo,1,0
2327,34,Male,RoundTrip,New York,2,0
2328,43,Female,RoundTrip,New York,1,1
2329,25,Female,RoundTrip,New York,3,0
2330,64,Male,OneWay,New York,2,0
2331,57,Female,RoundTrip,Delhi,4,1
2332,66,Male,OneWay,Tokyo,0,1
2333,29,Female,OneWay,London,2,1
2334,44,Female,RoundTrip,Tokyo,0,1
2335,25,Male,RoundTrip,London,2,0
2336,42,Female,RoundTrip,New York,4,1
2337,63,Female,MultiCity,Delhi,0,1
2338,21,Male,RoundTrip,Paris,2,1
2339,50,Male,RoundTrip,Paris,0,0
2340,18,Female,RoundTrip,New York,1,1
2341,36,Male,RoundTrip,New York,1,0
2342,48,Female,RoundTrip,Tokyo,1,0
2343,33,Female,RoundTrip,Delhi,3,0
2344,31,Male,OneWay,Delhi,1,1
2345,65,Male,OneWay,Tokyo,1,0
2346,22,Male,RoundTrip,Delhi,4,1
2347,58,Male,RoundTrip,Delhi,0,0
2348,43,Male,OneWay,Paris,0,0
2349,45,Male,RoundTrip,Delhi,1,0
2350,19,Female,OneWay,New York,0,0
2351,67,Female,RoundTrip,Paris,2,0
2352,23,Male,OneWay,New York,1,0
2353,26,Female,RoundTrip,New York,1,0
2354,50,Female,RoundTrip,Tokyo,3,0
2355,58,Female,OneWay,Delhi,2,0
2356,42,Female,RoundTrip,Delhi,1,1
2357,65,Male,RoundTrip,Delhi,1,0
2358,30,Female,RoundTrip,Delhi,0,0
2359,26,Female,OneWay,Paris,1,0
2360,30,Male,RoundTrip,London,1,1
2361,48,Male,OneWay,New York,1,0
2362,58,Male,RoundTrip,London,1,0
2363,28,Male,RoundTrip,London,3,0
2364,21,Female,OneWay,London,2,1
2365,51,Male,RoundTrip,Paris,3,0
2366,55,Female,RoundTrip,London,0,0
2367,63,Female,RoundTrip,Paris,4,0
2368,21,Male,RoundTrip,Tokyo,1,1
2369,55,Male,OneWay,Tokyo,0,0
2370,36,Male,RoundTrip,Tokyo,4,0
2371,23,Male,RoundTrip,Paris,1,0
2372,51,Male,RoundTrip,Paris,1,1
2373,35,Male,RoundTrip,New York,4,1
2374,30,Female,RoundTrip,London,3,0
2375,58,Female,MultiCity,Delhi,4,0
2376,40,Female,OneWay,Delhi,4,0
2377,36,Female,RoundTrip,London,2,0
2378,62,Male,RoundTrip,Delhi,1,0
2379,28,Male,MultiCity,Delhi,1,1
2380,18,Female,RoundTrip,Delhi,3,0
2381,41,Female,RoundTrip,Paris,3,0
2382,24,Female,OneWay,Paris,2,1
2383,42,Male,RoundTrip,Paris,2,0
2384,38,Male,RoundTrip,London,2,1
2385,32,Male,MultiCity,Tokyo,3,0
2386,18,Female,OneWay,Delhi,4,1
2387,29,Female,RoundTrip,New York,1,1
2388,24,Male,RoundTrip,Paris,1,1
2389,32,Male,RoundTrip,New York,0,0
2390,38,Female,OneWay,Delhi,3,0
2391,36,Female,RoundTrip,Tokyo,3,1
2392,46,Male,RoundTrip,New York,2,0
2393,42,Female,MultiCity,Delhi,0,1
2394,50,Male,RoundTrip,Delhi,0,0
2395,66,Male,RoundTrip,Paris,3,0
2396,49,Female,RoundTrip,Tokyo,2,0
2397,66,Female,RoundTrip,Delhi,1,0
2398,52,Female,RoundTrip,Tokyo,2,1
2399,61,Male,MultiCity,Paris,1,1
2400,55,Female,OneWay,New York,3,0
2401,43,Female,RoundTrip,London,2,1
2402,28,Male,RoundTrip,London,0,0
2403,52,Male,RoundTrip,London,4,1
2404,25,Female,RoundTrip,Tokyo,0,1
2405,63,Male,RoundTrip,London,1,0
2406,31,Male,MultiCity,New York,3,0
2407,27,Male,RoundTrip,Delhi,2,0
2408,19,Female,RoundTrip,Tokyo,3,1
2409,63,Female,RoundTrip,New York,3,0
2410,26,Male,RoundTrip,Tokyo,1,1
2411,20,Male,RoundTrip,Tokyo,3,1
2412,38,Male,RoundTrip,Tokyo,2,0
2413,43,Female,RoundTrip,Paris,0,1
2414,25,Male,OneWay,Delhi,3,0
2415,65,Male,RoundTrip,London,2,0
2416,19,Female,RoundTrip,Paris,2,1
2417,23,Male,RoundTrip,Delhi,1,0
2418,45,Female,OneWay,London,3,0
2419,46,Female,RoundTrip,Paris,1,0
2420,43,Female,RoundTrip,Paris,0,0
2421,42,Male,RoundTrip,New York,0,1
2422,29,Male,OneWay,Paris,2,1
2423,22,Female,RoundTrip,Tokyo,3,0
2424,51,Male,RoundTrip,Paris,2,0
2425,65,Female,RoundTrip,Tokyo,3,1
2426,54,Male,RoundTrip,Delhi,1,0
2427,32,Female,RoundTrip,Delhi,0,0
2428,61,Female,RoundTrip,Tokyo,0,1
2429,53,Male,OneWay,New York,1,1
2430,32,Male,OneWay,New York,4,0
2431,60,Male,RoundTrip,Delhi,4,1
2432,65,Male,RoundTrip,Paris,4,0
2433,40,Female,RoundTrip,Delhi,3,0
2434,23,Female,RoundTrip,Delhi,1,0
2435,63,Male,OneWay,Tokyo,3,0
2436,67,Male,MultiCity,New York,3,0
2437,61,Female,RoundTrip,Tokyo,1,1
2438,60,Male,RoundTrip,Delhi,3,1
2439,62,Male,RoundTrip,London,1,0
2440,38,Male,OneWay,Paris,4,1
2441,40,Male,OneWay,Delhi,4,0
2442,60,Female,OneWay,Tokyo,3,0
2443,33,Female,OneWay,London,0,0
2444,64,Male,RoundTrip,London,1,0
2445,32,Female,OneWay,Delhi,2,0
2446,42,Male,OneWay,New York,2,1
2447,53,Male,RoundTrip,London,3,0
2448,28,Male,RoundTrip,Paris,0,0
2449,68,Female,OneWay,Tokyo,1,1
2450,32,Female,RoundTrip,Tokyo,4,0
2451,21,Female,OneWay,Tokyo,3,0
2452,38,Female,OneWay,Delhi,1,0
2453,30,Female,OneWay,Tokyo,1,0
2454,39,Male,OneWay,Tokyo,1,1
2455,36,Male,RoundTrip,Paris,0,0
